Cards  Prob
1 4 0.0
1 4 0.0
1 4 0.0
1 4 0.0
1 4 0.0
1 4 0.0
1 4 0.0
1 5 0.0
1 5 0.0
1 5 0.20151121000000002
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 5 0.0
1 6 0.0
1 6 0.0
1 6 0.20394256
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 6 0.0
1 7 0.0
1 7 0.0
1 7 0.23639044
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 7 0.0
1 8 0.0
1 8 0.0
1 8 0.25765776000000007
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 8 0.0
1 9 0.0
1 9 0.0
1 9 0.28164248999999997
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 9 0.0
1 10 0.0
1 10 0.0
1 10 0.30151081
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 10 0.0
1 11 0.0
1 11 0.0
1 11 0.32684089
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 11 0.0
1 12 0.0
1 12 0.0
1 12 0.37859408999999994
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 12 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
1 13 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 0 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 1 0.0
2 2 0.0
2 2 0.0
2 2 0.3989185600000001
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 2 0.0
2 3 0.0
2 3 0.0
2 3 0.20043529
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 3 0.0
2 4 0.0
2 4 0.0
2 4 0.20894041
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 4 0.0
2 5 0.0
2 5 0.0
2 5 0.21455424
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 5 0.0
2 6 0.0
2 6 0.0
2 6 0.21233664
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 6 0.0
2 7 0.0
2 7 0.0
2 7 0.23483716
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 7 0.0
2 8 0.0
2 8 0.0
2 8 0.25938648999999997
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 8 0.0
2 9 0.0
2 9 0.0
2 9 0.28686735999999996
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 9 0.0
2 10 0.0
2 10 0.0
2 10 0.30869135999999997
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 10 0.0
2 11 0.0
2 11 0.0
2 11 0.33223696
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 11 0.0
2 12 0.0
2 12 0.0
2 12 0.38464803999999997
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 12 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
2 13 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 0 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 1 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 2 0.0
3 3 0.0
3 3 0.0
3 3 0.43428100000000003
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 3 0.0
3 4 0.0
3 4 0.0
3 4 0.22648080999999998
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 4 0.0
3 5 0.0
3 5 0.0
3 5 0.22791076
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 5 0.0
3 6 0.0
3 6 0.0
3 6 0.23357889
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 6 0.0
3 7 0.0
3 7 0.0
3 7 0.25867396000000004
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 7 0.0
3 8 0.0
3 8 0.0
3 8 0.26429881
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 8 0.0
3 9 0.0
3 9 0.0
3 9 0.29452328999999994
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 9 0.0
3 10 0.0
3 10 0.0
3 10 0.32080896000000003
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 10 0.0
3 11 0.0
3 11 0.0
3 11 0.36336784
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 11 0.0
3 12 0.0
3 12 0.0
3 12 0.3975302499999999
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 12 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
3 13 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 0 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 1 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 2 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 3 0.0
4 4 0.0
4 4 0.0
4 4 0.46703556
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 4 0.0
4 5 0.0
4 5 0.0
4 5 0.24522303999999998
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 5 0.0
4 6 0.0
4 6 0.0
4 6 0.25857224999999995
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 6 0.0
4 7 0.0
4 7 0.0
4 7 0.26388769000000006
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 7 0.0
4 8 0.0
4 8 0.0
4 8 0.29214025
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 8 0.0
4 9 0.0
4 9 0.0
4 9 0.29909961000000007
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 9 0.0
4 10 0.0
4 10 0.0
4 10 0.32947599999999994
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 10 0.0
4 11 0.0
4 11 0.0
4 11 0.36072036
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 11 0.0
4 12 0.0
4 12 0.0
4 12 0.39765636000000004
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 12 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
4 13 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 0 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 1 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 2 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 3 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 4 0.0
5 5 0.0
5 5 0.0
5 5 0.50339025
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 5 0.0
5 6 0.0
5 6 0.0
5 6 0.26234883999999997
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 6 0.0
5 7 0.0
5 7 0.0
5 7 0.27300624999999995
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 7 0.0
5 8 0.0
5 8 0.0
5 8 0.31214569
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 8 0.0
5 9 0.0
5 9 0.0
5 9 0.31002623999999995
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 9 0.0
5 10 0.0
5 10 0.0
5 10 0.33790969000000004
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 10 0.0
5 11 0.0
5 11 0.0
5 11 0.38663524000000005
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 11 0.0
5 12 0.0
5 12 0.0
5 12 0.410881
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 12 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
5 13 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 0 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
6 1 0.0
